title,state_name,ideology,year,city,lat,lon
14 Words Press,North Carolina,White Nationalist,2004,Wilmington,34.21,-77.886
America's Promise Ministries,Idaho,Christian Identity,2004,Sandpoint,48.2832,-116.5613
American Immigration Control Foundation / Americans for Immigration Control,Virginia,Anti-Immigrant,2004,Monterey,38.4116,-79.5809
American Nazi Party,Michigan,Neo-Nazi,2004,Westland,42.3192,-83.3805
American Renaissance/New Century Foundation,Illinois,White Nationalist,2004,Chicago,41.8373,-87.6861
American Renaissance/New Century Foundation,Virginia,White Nationalist,2004,Oakton,38.8887,-77.3017
American Third Position,New Jersey,White Nationalist,2004,Clifton,40.8631,-74.1575
American Vision,Georgia,Anti-LGBT,2004,Powder Springs,33.866,-84.6838
American White Knights of the KKK,Georgia,Ku Klux Klan,2004,Cordele,31.9563,-83.7694
American White Knights of the KKK,Texas,Ku Klux Klan,2004,San Angelo,31.4426,-100.4501
Americans for Self Determination,Virginia,White Nationalist,2004,Falls Church,38.8847,-77.1751
Ameriklan,Arkansas,Ku Klux Klan,2004,Heber Springs,35.5003,-92.0332
Artisan Publishers,Oklahoma,General Hate,2004,Muskogee,35.743,-95.3566
Aryan Covenant Church/ACC Services,Texas,Christian Identity,2004,Anderson,30.4871,-95.99
Aryan Knights of the Confederacy Ku Klux Klan,Ohio,Ku Klux Klan,2004,Springfield,39.9304,-83.7961
Aryan Nations,Arizona,Neo-Nazi,2004,Arizona City,32.7506,-111.6707
Aryan Nations,California,Neo-Nazi,2004,Citrus Heights,38.6948,-121.288
Aryan Nations,Georgia,Neo-Nazi,2004,Conyers,33.6645,-83.9967
Aryan Nations,Pennsylvania,Neo-Nazi,2004,Lemoyne,40.2442,-76.8991
Aryan Nations,Alabama,Neo-Nazi,2004,Lincoln,33.5935,-86.1372
Aryan Nations,Arkansas,Neo-Nazi,2004,Little Rock,34.7255,-92.3581
Aryan Nations,Wisconsin,Neo-Nazi,2004,Madison,43.0808,-89.3922
Aryan Nations,Kentucky,Neo-Nazi,2004,Mount Washington,38.0429,-85.555
Aryan Nations,Oregon,Neo-Nazi,2004,North Bend,43.4075,-124.2364
Aryan Nations,New Jersey,Neo-Nazi,2004,North Bergen,40.8043,-74.0121
Aryan Nations,Nevada,Neo-Nazi,2004,Reno,39.5497,-119.8483
Aryan Nations,Washington,Neo-Nazi,2004,Tacoma,47.2431,-122.4531
Aryan Nations,Alabama,Neo-Nazi,2004,Talladega,33.4329,-86.0976
