title,state_name,ideology,year,city,lat,lon
Aryan Nations Knights of the KKK,Alabama,Ku Klux Klan,2010,Ashland,33.2704,-85.8337
Aryan Nations,Idaho,Neo-Nazi,2010,Coeur d'Alene,47.7039,-116.7933
Aryan Terror Brigade,New Jersey,Racist Skinhead,2010,Fords,40.5416,-74.3124
Aryan Terror Brigade,New Jersey,Racist Skinhead,2010,Flemington,40.5087,-74.8599
Aryan Wear,Texas,White Nationalist,2010,Keller,32.9337,-97.2255
Association of Georgia Klans Knights of the KKK,Georgia,Ku Klux Klan,2010,Conyers,33.6645,-83.9967
"Barnes Review/Foundation for Economic Liberty, Inc.",District of Columbia,Holocaust Denial,2010,Washington,38.9047,-77.0163
Bay Area National Anarchists,California,White Nationalist,2010,Dublin,37.7161,-121.8964
Bayou Knights of the KKK,Louisiana,Ku Klux Klan,2010,Homer,32.793,-93.0582
Bayou Knights of the KKK,Arkansas,Ku Klux Klan,2010,Smackover,33.3636,-92.7314
Bergen County Hooligans,New Jersey,Racist Skinhead,2010,Garfield,40.8791,-74.1085
Bergen County Hooligans,New Jersey,Racist Skinhead,2010,Wallington,40.8535,-74.1069
Bethesda Christian Institute,Texas,Anti-LGBT,2010,San Antonio,29.4722,-98.5247
Biblical Family Advocates,California,Anti-LGBT,2010,San Diego,32.8312,-117.1226
Blood and Honour America Division,Florida,Racist Skinhead,2010,Lakeland,28.0557,-81.9543
Blood and Honour America Division,Oregon,Racist Skinhead,2010,Portland,45.5372,-122.65
Blood and Honour U.S.A,New Jersey,Racist Skinhead,2010,Flemington,40.5087,-74.8599
Blood and Honour U.S.A,Colorado,Racist Skinhead,2010,Littleton,39.5911,-105.0194
Blood and Honour U.S.A,Ohio,Racist Skinhead,2010,Salem,40.9049,-80.8491
Blood and Honour U.S.A,Texas,Racist Skinhead,2010,Richardson,32.9717,-96.7092
Border Guardians,Texas,Anti-Immigrant,2010,Livingston,30.71,-94.9381
Brian Pace Trading,Mississippi,Neo-Confederate,2010,Booneville,34.6643,-88.5684
British National Party Overseas Unit,Virginia,White Nationalist,2010,Berryville,39.1505,-77.9824
Brotherhood of Klans Knights of the KKK,District of Columbia,Ku Klux Klan,2010,Washington,38.9047,-77.0163
Brotherhood of Klans Knights of the KKK,Ohio,Ku Klux Klan,2010,Marion,40.5933,-83.1236
By Yahweh's Design,Michigan,Christian Identity,2010,Stevensville,42.0139,-86.5243
National Coalition for Immigration Reform (formerly California Coalition for Immigration Reform),California,Anti-Immigrant,2010,Huntington Beach,33.696,-118.0025
California Skinheads,California,Racist Skinhead,2010,Fresno,36.7834,-119.7941
Castle Hill Publishers,New York,Holocaust Denial,2010,New York,40.6943,-73.9249
"Catholic Apologetics International Publishing, Inc.",Pennsylvania,Radical Traditional Catholicism,2010,State Line,39.7329,-77.7247
Catholic Counterpoint,Pennsylvania,Radical Traditional Catholicism,2010,Broomall,39.9694,-75.3529
"Catholic Family News/Catholic Family Ministries, Inc.",New York,Radical Traditional Catholicism,2010,Niagara Falls,43.0921,-79.0147
Center for Perpetual Diversity,Maryland,White Nationalist,2010,Gaithersburg,39.1347,-77.213
Chalcedon Foundation,California,Anti-LGBT,2010,Vallecito,38.074,-120.4563
Charles Darwin Research Institute,Michigan,White Nationalist,2010,Port Huron,42.9822,-82.4387
Chick Publications,California,General Hate,2010,Ontario,34.0393,-117.6064
Christ's Gospel Fellowship,Washington,Christian Identity,2010,Spokane,47.6671,-117.433
Christian Books and Things,Arkansas,General Hate,2010,Harrison,36.2437,-93.1197
Christian Defense League,Louisiana,Neo-Nazi,2010,Mandeville,30.375,-90.0906
Christian Phalange,North Carolina,Anti-Muslim,2010,Newton,35.663,-81.2333
Church of Jesus Christ Christian/Aryan Nations,Arkansas,Christian Identity,2010,Bergman,36.3128,-93.0115
Church of the Sons of YHVH,Louisiana,Christian Identity,2010,Calhoun,32.5153,-92.3539
Church of True Israel,Idaho,Christian Identity,2010,Hayden,47.768,-116.804
Concerned Citizens and Friends of Illegal Immigration Law Enforcement,Massachusetts,General Hate,2010,Framingham,42.3085,-71.4368
Confederate Hammerskins,Texas,Racist Skinhead,2010,Dallas,32.7937,-96.7662
Confederate Hammerskins,Alabama,Racist Skinhead,2010,Huntsville,34.6989,-86.6414
Confederate Hammerskins,Florida,Racist Skinhead,2010,Jacksonville,30.3322,-81.6749
Confederate Hammerskins,Virginia,Racist Skinhead,2010,Petersburg,37.2043,-77.3913
Confederate Hammerskins,Florida,Racist Skinhead,2010,Orlando,28.4788,-81.342
Connecticut White Wolves,Connecticut,Racist Skinhead,2010,Stratford,41.207,-73.1305
COORS Family Skinheads,California,Racist Skinhead,2010,Big Bear Lake,34.243,-116.8956
Council for Social and Economic Studies,District of Columbia,White Nationalist,2010,Washington,38.9047,-77.0163
Council of Conservative Citizens,Alabama,White Nationalist,2010,Anniston,33.6713,-85.8136
Council of Conservative Citizens,Tennessee,White Nationalist,2010,Bartlett,35.2337,-89.8195
Council of Conservative Citizens,Alabama,White Nationalist,2010,Birmingham,33.5276,-86.7988
Council of Conservative Citizens,Mississippi,White Nationalist,2010,Byram,32.189,-90.2861
Council of Conservative Citizens,Michigan,White Nationalist,2010,Caledonia,42.7945,-85.5153
Council of Conservative Citizens,Mississippi,White Nationalist,2010,Calhoun City,33.8588,-89.3145
Council of Conservative Citizens,Indiana,White Nationalist,2010,Carmel,39.9658,-86.1461
Council of Conservative Citizens,South Carolina,White Nationalist,2010,Charleston,32.8137,-79.9643
Council of Conservative Citizens,Illinois,White Nationalist,2010,Chicago,41.8373,-87.6861
Council of Conservative Citizens,North Carolina,White Nationalist,2010,Clemmons,36.0318,-80.3861
Council of Conservative Citizens,Ohio,White Nationalist,2010,Cleveland,41.4767,-81.6805
Council of Conservative Citizens,Alabama,White Nationalist,2010,Cullman,34.1791,-86.8402
Council of Conservative Citizens,Tennessee,White Nationalist,2010,Erwin,36.1456,-82.4115
Council of Conservative Citizens,North Carolina,White Nationalist,2010,Forest City,35.3339,-81.8702
Council of Conservative Citizens,New Jersey,White Nationalist,2010,Fort Lee,40.8509,-73.9712
Council of Conservative Citizens,Tennessee,White Nationalist,2010,Franklin,35.9214,-86.8524
Council of Conservative Citizens,South Carolina,White Nationalist,2010,Greenville,34.8363,-82.365
Council of Conservative Citizens,Mississippi,White Nationalist,2010,Greenwood,33.5126,-90.1993
Council of Conservative Citizens,Mississippi,White Nationalist,2010,Holly Springs,34.7768,-89.4466
Council of Conservative Citizens,Alabama,White Nationalist,2010,Huntsville,34.6989,-86.6414
Council of Conservative Citizens,Indiana,White Nationalist,2010,Indianapolis,39.7771,-86.1458
Council of Conservative Citizens,Mississippi,White Nationalist,2010,Jackson,32.3163,-90.2124
Council of Conservative Citizens,Florida,White Nationalist,2010,Jacksonville,30.3322,-81.6749
Council of Conservative Citizens,Alabama,White Nationalist,2010,Jasper,33.8514,-87.2719
Council of Conservative Citizens,Nevada,White Nationalist,2010,Las Vegas,36.2291,-115.2607
Council of Conservative Citizens,Arkansas,White Nationalist,2010,Little Rock,34.7255,-92.3581
Council of Conservative Citizens,Mississippi,White Nationalist,2010,Mathiston,33.539,-89.1277
Council of Conservative Citizens,Alabama,White Nationalist,2010,Montgomery,32.347,-86.2663
Council of Conservative Citizens,New York,White Nationalist,2010,New York,40.6943,-73.9249
Council of Conservative Citizens,Oklahoma,White Nationalist,2010,Oklahoma City,35.4676,-97.5136
Council of Conservative Citizens,New York,White Nationalist,2010,Parishville,44.6257,-74.8004
Council of Conservative Citizens,Mississippi,White Nationalist,2010,Piney Woods,32.0627,-89.9929
Council of Conservative Citizens,South Carolina,White Nationalist,2010,Saluda,34.0009,-81.7713
Council of Conservative Citizens,California,White Nationalist,2010,San Francisco,37.7562,-122.443
Council of Conservative Citizens,Louisiana,White Nationalist,2010,Shreveport,32.4659,-93.7959
Council of Conservative Citizens,Maryland,White Nationalist,2010,Silver Spring,39.0028,-77.0207
Council of Conservative Citizens,South Carolina,White Nationalist,2010,Summerville,33.0005,-80.1788
Council of Conservative Citizens,Mississippi,White Nationalist,2010,Tupelo,34.2691,-88.7318
Council of Conservative Citizens,Mississippi,White Nationalist,2010,Vaiden,33.3332,-89.7533
Council of Conservative Citizens,South Carolina,White Nationalist,2010,West Columbia,33.9925,-81.0919
Council of Conservative Citizens,North Carolina,White Nationalist,2010,Yadkinville,36.1309,-80.6598
Council of Conservative Citizens,Alabama,White Nationalist,2010,Florence,34.83,-87.6658
Covenant People's Ministry,Georgia,Christian Identity,2010,Brooks,33.2925,-84.4588
Creativity Movement,Montana,Neo-Nazi,2010,Helena,46.5964,-112.0197
Creativity Movement,Montana,Neo-Nazi,2010,Laurel,45.6735,-108.7707
Creativity Movement,Montana,Neo-Nazi,2010,Lockwood,45.8199,-108.4072
Creativity Movement,Montana,Neo-Nazi,2010,Miles City,46.4059,-105.8385
Creativity Movement,Montana,Neo-Nazi,2010,Missoula,46.8685,-114.0094
Creativity Movement,Wisconsin,Neo-Nazi,2010,Mountain,45.1864,-88.4681
Crew 38,Pennsylvania,Racist Skinhead,2010,Allentown,40.5961,-75.4756
Crew 38,Michigan,Racist Skinhead,2010,Detroit,42.3834,-83.1024
Crew 38,Alabama,Racist Skinhead,2010,Huntsville,34.6989,-86.6414
Crew 38,Idaho,Racist Skinhead,2010,Nampa,43.5843,-116.5626
Crew 38,Florida,Racist Skinhead,2010,New Port Richey,28.2468,-82.717
Crew 38,Washington,Racist Skinhead,2010,Seattle,47.6211,-122.3244
Cross Bearer Ministry,Indiana,General Hate,2010,Indianapolis,39.7771,-86.1458
Cultural Studies Press,New York,General Hate,2010,New York,40.6943,-73.9249
Culture Wars/Fidelity Press,Indiana,Radical Traditional Catholicism,2010,South Bend,41.6771,-86.2692
Desastrious Records,Texas,Hate Music,2010,Springtown,32.9695,-97.6805
Diehard Records,Ohio,Hate Music,2010,Chesapeake,38.4298,-82.4488
Dixie Rangers Knights of the KKK,Louisiana,Ku Klux Klan,2010,Walker,30.4848,-90.8654
Dixie Republic,South Carolina,Neo-Confederate,2010,Travelers Rest,34.9684,-82.4417
DJ GOR,Pennsylvania,Hate Music,2010,Bedford,40.0148,-78.5034
Do Right Foundation,Nevada,White Nationalist,2010,Las Vegas,36.2291,-115.2607
Dove World Outreach Center,Florida,General Hate,2010,Gainesville,29.6808,-82.3455
East Coast White Unity,Massachusetts,White Nationalist,2010,Chelsea,42.3959,-71.0325
Ecclesiastical Council for the Restoration of Covenant Israel (ECRCI),Illinois,Christian Identity,2010,Chicago,41.8373,-87.6861
Emigration Party of Nevada,Nevada,Anti-Immigrant,2010,Henderson,36.0145,-115.0362
Empire Knights of the KKK,Florida,Ku Klux Klan,2010,Homosassa Springs,28.8118,-82.5392
Euro Pride Apparel,South Carolina,White Nationalist,2010,Summerville,33.0005,-80.1788
European American Issues Forum,California,White Nationalist,2010,San Bruno,37.6254,-122.4313
European Americans United,California,White Nationalist,2010,Sacramento,38.5667,-121.4683
European-American Unity and Rights Organization,Ohio,White Nationalist,2010,Cleveland,41.4767,-81.6805
European-American Unity and Rights Organization,South Carolina,White Nationalist,2010,Columbia,34.037,-80.9042
European-American unity and Rights Organization,Georgia,White Nationalist,2010,Columbus,32.51,-84.8771
European-American Unity and Rights Organization,Texas,White Nationalist,2010,Irving,32.8584,-96.9702
European-American Unity and Rights Organization,Florida,White Nationalist,2010,Jacksonville,30.3322,-81.6749
European-American Unity and Rights Organization,Tennessee,White Nationalist,2010,Memphis,35.1047,-89.9773
European-American Unity and Rights Organization,Virginia,White Nationalist,2010,Richmond,37.5295,-77.4756
European-American Unity and Rights Organization,Mississippi,White Nationalist,2010,Ripley,34.7321,-88.9444
European-American Unity and Rights Organization,Georgia,White Nationalist,2010,Savannah,32.0282,-81.1786
European-American Unity and Rights Organization,Louisiana,White Nationalist,2010,Thibodaux,29.7941,-90.8163
European-American Unity and Rights Organization,Oklahoma,White Nationalist,2010,Tulsa,36.1284,-95.9042
European-American Unity and Rights Organization,South Carolina,White Nationalist,2010,Woodruff,34.7397,-82.0323
European-American Unity and Rights Organization,Louisiana,White Nationalist,2010,Mandeville,30.375,-90.0906
Faithful Word Baptist Church,Arizona,Anti-LGBT,2010,Tempe,33.3881,-111.9318
Family Research Council,District of Columbia,Anti-LGBT,2010,Washington,38.9047,-77.0163
Family Research Institute,Colorado,Anti-LGBT,2010,Colorado Springs,38.8674,-104.7606
Federation for American Immigration Reform,District of Columbia,Anti-Immigrant,2010,Washington,38.9047,-77.0163
Fellowship of God's Covenant People,Kentucky,Christian Identity,2010,Burlington,39.0223,-84.7216
Fetch the Rope,Montana,Hate Music,2010,Bozeman,45.6828,-111.0548
Final Stand Records,Delaware,Hate Music,2010,Newark,39.6776,-75.7573
Firm 22,Ohio,Racist Skinhead,2010,Newark,40.0705,-82.425
First Century Christian Ministries,Texas,Christian Identity,2010,The Woodlands,30.1738,-95.5134
Folk and Faith,Idaho,White Nationalist,2010,Idaho Falls,43.4868,-112.0363
Fraternal White Knights of the KKK,Iowa,Ku Klux Klan,2010,Charles City,43.0644,-92.6745
Free American,Arizona,White Nationalist,2010,Tucson,32.1546,-110.8782
Freedom Defense Initiative (FDI),New York,Anti-Muslim,2010,New York,40.6943,-73.9249
Fundamentalist Latter Day Saints,Arizona,General Hate,2010,Colorado City,36.9774,-112.983
Fundamentalist Latter Day Saints,Colorado,General Hate,2010,Cotopaxi,38.3738,-105.6911
Fundamentalist Latter Day Saints,Texas,General Hate,2010,Eldorado,30.8617,-100.5979
Fundamentalist Latter Day Saints,Colorado,General Hate,2010,Florence,38.3835,-105.1114
Fundamentalist Latter Day Saints,Colorado,General Hate,2010,Mancos,37.3466,-108.2939
Fundamentalist Latter Day Saints,South Dakota,General Hate,2010,Pringle,43.609,-103.5946
Fundamentalist Latter Day Saints,Utah,General Hate,2010,Hildale,37.0171,-112.9786
Gallows Tree Wotansvolk Alliance,Michigan,Neo-Volkisch,2010,Grand Rapids,42.9615,-85.6557
Get Some 88,California,Hate Music,2010,Castaic,34.4818,-118.6317
Heterosexuals Organized for a Moral Environment (H.O.M.E.),Illinois,Anti-LGBT,2010,Downers Grove,41.7949,-88.017
Heritage and Destiny,Virginia,White Nationalist,2010,Falls Church,38.8847,-77.1751
Heritage Connection,Arkansas,Hate Music,2010,Harrison,36.2437,-93.1197
Holy Nation of Odin,California,General Hate,2010,Kingsburg,36.5242,-119.5608
IHS Press,Texas,Radical Traditional Catholicism,2010,Odessa,31.8831,-102.3407
Illinois Family Institute,Illinois,Anti-LGBT,2010,Carol Stream,41.9183,-88.1309
Illinois National Socialist Front,Illinois,Neo-Nazi,2010,Palatine,42.1181,-88.043
Illinois National Socialist Front,Illinois,Neo-Nazi,2010,Peoria,40.752,-89.6155
Illinois United,Illinois,General Hate,2010,Palatine,42.1181,-88.043
Imperial Klans of America Knights of the KKK,Kentucky,Ku Klux Klan,2010,Dawson Springs,37.174,-87.688
Imperial Klans of America Knights of the KKK,Pennsylvania,Ku Klux Klan,2010,Johnstown,40.3258,-78.9194
In the Spirit of Chartres Committee,Virginia,Radical Traditional Catholicism,2010,Suffolk,36.6953,-76.6398
Independent Skins Southwest,Florida,Racist Skinhead,2010,Callahan,30.5618,-81.832
Independent Skins Southwest,Texas,Racist Skinhead,2010,Cleburne,32.3562,-97.4146
Institute for Historical Review Store,California,Holocaust Denial,2010,Newport Beach,33.6151,-117.8669
Institute for Historical Review,California,Holocaust Denial,2010,Fountain Valley,33.7105,-117.9514
The International Conspiratological Association,Idaho,Holocaust Denial,2010,Coeur d'Alene,47.7039,-116.7933
International Keystone Knights of the KKK,Ohio,Ku Klux Klan,2010,Cleveland,41.4767,-81.6805
International Keystone Knights of the KKK,Indiana,Ku Klux Klan,2010,Elwood,40.2743,-85.8371
International Keystone Knights of the KKK,Alabama,Ku Klux Klan,2010,Headland,31.3502,-85.3523
International Keystone Knights of the KKK,Arkansas,Ku Klux Klan,2010,Sheridan,34.2995,-92.4226
International Keystone Knights of the KKK,Georgia,Ku Klux Klan,2010,Young Harris,34.9355,-83.8471
International Keystone Knights of the KKK,Arkansas,Ku Klux Klan,2010,Colt,35.1329,-90.8129
Invictus Books,Missouri,General Hate,2010,Wentzville,38.8164,-90.867
Iron Rain Nationalists,Illinois,White Nationalist,2010,Chicago,41.8373,-87.6861
Iron Rain Nationalists,New York,White Nationalist,2010,Utica,43.0961,-75.226
ISD Records,Ohio,Hate Music,2010,Lancaster,39.7249,-82.6049
Israelite Church of God in Jesus Christ,Oregon,Black Nationalist,2010,Beaverton,45.4779,-122.8168
Israelite Church of God in Jesus Christ,Pennsylvania,Black Nationalist,2010,Coatesville,39.9849,-75.8199
Israelite Church of God in Jesus Christ,North Carolina,Black Nationalist,2010,Goldsboro,35.3777,-77.972
Israelite Church of God in Jesus Christ,New Jersey,Black Nationalist,2010,Jersey City,40.7161,-74.0682
Israelite Church of God in Jesus Christ,Oklahoma,Black Nationalist,2010,Lawton,34.6171,-98.4204
Israelite Church of God in Jesus Christ,Pennsylvania,Black Nationalist,2010,Norristown,40.1224,-75.3399
Israelite Church of God in Jesus Christ,Pennsylvania,Black Nationalist,2010,Philadelphia,40.0076,-75.134
Israelite Church of God in Jesus Christ,Oklahoma,Black Nationalist,2010,Tulsa,36.1284,-95.9042
Israelite Church of God in Jesus Christ,New Jersey,Black Nationalist,2010,Vineland,39.4653,-74.9981
The Israelite Church of God in Jesus Christ,Pennsylvania,Black Nationalist,2010,Allentown,40.5961,-75.4756
The Israelite Church of God in Jesus Christ,Maryland,Black Nationalist,2010,Baltimore,39.3051,-76.6144
The Israelite Church of God in Jesus Christ,New Jersey,Black Nationalist,2010,Camden,39.9361,-75.1073
The Israelite Church of God in Jesus Christ,North Carolina,Black Nationalist,2010,Fayetteville,35.0846,-78.9776
The Israelite Church of God in Jesus Christ,Florida,Black Nationalist,2010,Fort Myers,26.6195,-81.8302
The Israelite Church of God in Jesus Christ,Missouri,Black Nationalist,2010,Kansas City,39.1239,-94.5541
The Israelite Church of God in Jesus Christ,Florida,Black Nationalist,2010,North Miami,25.9006,-80.1681
The Israelite Church of God in Jesus Christ,Oklahoma,Black Nationalist,2010,Oklahoma City,35.4676,-97.5136
The Israelite Church of God in Jesus Christ,Nebraska,Black Nationalist,2010,Omaha,41.2628,-96.0495
The Israelite Church of God in Jesus Christ,Florida,Black Nationalist,2010,Orlando,28.4788,-81.342
The Israelite Church of God in Jesus Christ,Pennsylvania,Black Nationalist,2010,Philadelphia,40.0076,-75.134
The Israelite Church of God in Jesus Christ,Pennsylvania,Black Nationalist,2010,Pittsburgh,40.4396,-79.9763
The Israelite Church of God in Jesus Christ,Oregon,Black Nationalist,2010,Portland,45.5372,-122.65
The Israelite Church of God in Jesus Christ,District of Columbia,Black Nationalist,2010,Washington,38.9047,-77.0163
The Israelite Church of God in Jesus Christ,Florida,Black Nationalist,2010,West Palm Beach,26.7467,-80.1314
The Israelite Church of God in Jesus Christ,North Carolina,Black Nationalist,2010,Wilmington,34.21,-77.886
The Israelite Church of God in Jesus Christ,New York,Black Nationalist,2010,New York,40.6943,-73.9249
Jewish Defense League,Florida,General Hate,2010,Fort Lauderdale,26.1412,-80.1464
Jewish Defense League,California,General Hate,2010,San Diego,32.8312,-117.1226
Jewish Defense League,Illinois,General Hate,2010,Skokie,42.0359,-87.74
Jewish Defense League,California,General Hate,2010,Los Angeles,34.1139,-118.4068
Keystone United,Pennsylvania,Racist Skinhead,2010,Altoona,40.5082,-78.4007
Keystone United,Pennsylvania,Racist Skinhead,2010,Philadelphia,40.0076,-75.134
Keystone United,Pennsylvania,Racist Skinhead,2010,Harrisburg,40.2752,-76.8843
Kingdom Identity Ministries,Arkansas,Christian Identity,2010,Harrison,36.2437,-93.1197
Kingdom Treasure Ministries,Oklahoma,Neo-Confederate,2010,Owasso,36.2886,-95.8319
The Kinist Institute,Florida,White Nationalist,2010,Orlando,28.4788,-81.342
Kinsman Redeemer Ministries,Kentucky,Christian Identity,2010,Alexandria,38.9622,-84.386
KKK LLC,Arkansas,Hate Music,2010,Compton,36.0967,-93.3027
Knight Riders Knights of the KKK,Virginia,Ku Klux Klan,2010,Abingdon,36.7089,-81.9713
Knight Riders Knights of the KKK,Georgia,Ku Klux Klan,2010,Bainbridge,30.9046,-84.5722
Knight Riders Knights of the KKK,Georgia,Ku Klux Klan,2010,Brunswick,31.145,-81.474
Knight Riders Knights of the KKK,Georgia,Ku Klux Klan,2010,Byron,32.6475,-83.754
Knight Riders Knights of the KKK,Illinois,Ku Klux Klan,2010,Harrisburg,37.7373,-88.5457
Knight Riders Knights of the KKK,Florida,Ku Klux Klan,2010,Live Oak,30.2956,-82.9846
Knight Riders Knights of the KKK,North Carolina,Ku Klux Klan,2010,Pelham,36.5101,-79.4717
Knight Riders Knights of the KKK,Georgia,Ku Klux Klan,2010,Ellijay,34.6912,-84.484
Knight Riders Knights of the KKK,West Virginia,Ku Klux Klan,2010,Beckley,37.7878,-81.1841
Knights of the Ku Klux Klan,Tennessee,Ku Klux Klan,2010,Newport,35.9617,-83.1977
Knights of the Ku Klux Klan,Arkansas,Ku Klux Klan,2010,Harrison,36.2437,-93.1197
Knights of the Nordic Order,Alabama,Neo-Nazi,2010,Cardiff,33.6472,-86.9307
Knights of the Southern Cross Soldiers of the KKK,Virginia,Ku Klux Klan,2010,Powhatan,37.5427,-77.9267
The League of American Patriots,New Jersey,White Nationalist,2010,Garfield,40.8791,-74.1085
League of the South,South Carolina,Neo-Confederate,2010,Abbeville,34.1787,-82.3774
League of the South,Georgia,Neo-Confederate,2010,Barnesville,33.0511,-84.1526
League of the South,South Carolina,Neo-Confederate,2010,Columbia,34.037,-80.9042
League of the South,Florida,Neo-Confederate,2010,Goldenrod,28.6114,-81.2916
League of the South,Alabama,Neo-Confederate,2010,Hackneyville,33.0567,-85.9312
League of the South,Arkansas,Neo-Confederate,2010,Hot Springs,34.4902,-93.0498
League of the South,Florida,Neo-Confederate,2010,Jacksonville,30.3322,-81.6749
League of the South,Florida,Neo-Confederate,2010,Key West,24.5636,-81.7769
League of the South,South Carolina,Neo-Confederate,2010,Laurens,34.5019,-82.021
League of the South,Kentucky,Neo-Confederate,2010,Lexington,38.0423,-84.4587
League of the South,Tennessee,Neo-Confederate,2010,Lobelville,35.7507,-87.7958
League of the South,Georgia,Neo-Confederate,2010,Macon,32.8407,-83.6324
League of the South,Arkansas,Neo-Confederate,2010,Mammoth Spring,36.4924,-91.5413
League of the South,Virginia,Neo-Confederate,2010,Marion,36.8389,-81.5135
League of the South,Georgia,Neo-Confederate,2010,McDonough,33.4398,-84.1508
League of the South,Mississippi,Neo-Confederate,2010,Mendenhall,31.9609,-89.8694
League of the South,Louisiana,Neo-Confederate,2010,Monroe,32.5184,-92.0774
League of the South,Alabama,Neo-Confederate,2010,Montgomery,32.347,-86.2663
